,density,prob_fire,start_fire,Run,Burned Out,Fine,Fire,height,width
130,0.4,0.45,50,130,35,3960,0,100,100
131,0.4,0.45,50,131,67,3939,0,100,100
132,0.4,0.45,50,132,43,3994,0,100,100
133,0.4,0.45,50,133,46,3927,0,100,100
134,0.4,0.45,50,134,78,3963,0,100,100
135,0.4,0.45,50,135,50,3915,0,100,100
136,0.4,0.45,50,136,52,3847,0,100,100
137,0.4,0.45,50,137,34,3976,0,100,100
138,0.4,0.45,50,138,60,3977,0,100,100
139,0.4,0.45,50,139,38,3985,0,100,100
140,0.4,0.45,50,140,42,3957,0,100,100
141,0.4,0.45,50,141,57,3912,0,100,100
142,0.4,0.45,50,142,34,3895,0,100,100
143,0.4,0.45,50,143,48,3982,0,100,100
144,0.4,0.45,50,144,38,3986,0,100,100
145,0.4,0.45,50,145,13,3978,0,100,100
146,0.4,0.45,50,146,48,3940,0,100,100
147,0.4,0.45,50,147,61,4021,0,100,100
148,0.4,0.45,50,148,77,3901,0,100,100
149,0.4,0.45,50,149,49,3890,0,100,100
150,0.4,0.45,50,150,22,3921,0,100,100
151,0.4,0.45,50,151,51,4008,0,100,100
152,0.4,0.45,50,152,29,3976,0,100,100
153,0.4,0.45,50,153,43,3933,0,100,100
154,0.4,0.45,50,154,34,3924,0,100,100
155,0.4,0.45,50,155,34,3843,0,100,100
156,0.4,0.45,50,156,38,3968,0,100,100
157,0.4,0.45,50,157,57,3844,0,100,100
158,0.4,0.45,50,158,71,3944,0,100,100
159,0.4,0.45,50,159,32,3822,0,100,100
160,0.4,0.45,50,160,50,3938,0,100,100
161,0.4,0.45,50,161,28,3970,0,100,100
162,0.4,0.45,50,162,36,3898,0,100,100
163,0.4,0.45,50,163,39,3880,0,100,100
164,0.4,0.45,50,164,67,3989,0,100,100
165,0.4,0.45,50,165,37,3935,0,100,100
166,0.4,0.45,50,166,42,3936,0,100,100
167,0.4,0.45,50,167,52,3920,0,100,100
168,0.4,0.45,50,168,58,3974,0,100,100
169,0.4,0.45,50,169,36,4001,0,100,100
170,0.4,0.45,50,170,26,3909,0,100,100
171,0.4,0.45,50,171,47,3998,0,100,100
172,0.4,0.45,50,172,64,4067,0,100,100
173,0.4,0.45,50,173,81,3910,0,100,100
174,0.4,0.45,50,174,68,3974,0,100,100
175,0.4,0.45,50,175,72,3875,0,100,100
176,0.4,0.45,50,176,35,3951,0,100,100
177,0.4,0.45,50,177,36,3908,0,100,100
178,0.4,0.45,50,178,63,3924,0,100,100
179,0.4,0.45,50,179,24,3954,0,100,100
180,0.4,0.45,50,180,57,3894,0,100,100
181,0.4,0.45,50,181,67,3969,0,100,100
182,0.4,0.45,50,182,55,3901,0,100,100
183,0.4,0.45,50,183,27,3984,0,100,100
184,0.4,0.45,50,184,59,3904,0,100,100
185,0.4,0.45,50,185,51,3889,0,100,100
186,0.4,0.45,50,186,40,3938,0,100,100
187,0.4,0.45,50,187,30,3929,0,100,100
188,0.4,0.45,50,188,66,3949,0,100,100
189,0.4,0.45,50,189,61,3900,0,100,100
190,0.4,0.45,50,190,78,4102,0,100,100
191,0.4,0.45,50,191,52,3996,0,100,100
192,0.4,0.45,50,192,29,4001,0,100,100
193,0.4,0.45,50,193,17,3965,0,100,100
194,0.4,0.45,50,194,62,3966,0,100,100
195,0.4,0.45,50,195,41,3904,0,100,100
196,0.4,0.45,50,196,25,3867,0,100,100
197,0.4,0.45,50,197,51,3934,0,100,100
198,0.4,0.45,50,198,43,3914,0,100,100
199,0.4,0.45,50,199,75,3996,0,100,100
200,0.4,0.45,100,200,74,3900,0,100,100
201,0.4,0.45,100,201,102,3879,0,100,100
202,0.4,0.45,100,202,81,3897,0,100,100
203,0.4,0.45,100,203,129,3866,0,100,100
204,0.4,0.45,100,204,85,3903,0,100,100
205,0.4,0.45,100,205,56,3937,0,100,100
206,0.4,0.45,100,206,89,3979,0,100,100
207,0.4,0.45,100,207,75,3874,0,100,100
208,0.4,0.45,100,208,86,3860,0,100,100
209,0.4,0.45,100,209,161,3907,0,100,100
210,0.4,0.45,100,210,139,3931,0,100,100
211,0.4,0.45,100,211,77,3921,0,100,100
212,0.4,0.45,100,212,137,3867,0,100,100
213,0.4,0.45,100,213,109,3842,0,100,100
214,0.4,0.45,100,214,137,3869,0,100,100
215,0.4,0.45,100,215,111,3881,0,100,100
216,0.4,0.45,100,216,62,3890,0,100,100
217,0.4,0.45,100,217,76,3916,0,100,100
218,0.4,0.45,100,218,139,3880,0,100,100
219,0.4,0.45,100,219,87,3959,0,100,100
220,0.4,0.45,100,220,79,3907,0,100,100
221,0.4,0.45,100,221,76,3917,0,100,100
222,0.4,0.45,100,222,71,3926,0,100,100
223,0.4,0.45,100,223,87,3970,0,100,100
224,0.4,0.45,100,224,76,3910,0,100,100
225,0.4,0.45,100,225,111,3895,0,100,100
226,0.4,0.45,100,226,82,3908,0,100,100
227,0.4,0.45,100,227,76,3905,0,100,100
228,0.4,0.45,100,228,79,3890,0,100,100
229,0.4,0.45,100,229,85,3925,0,100,100
230,0.4,0.45,100,230,110,3878,0,100,100
231,0.4,0.45,100,231,133,3887,0,100,100
232,0.4,0.45,100,232,92,3953,0,100,100
233,0.4,0.45,100,233,93,3980,0,100,100
234,0.4,0.45,100,234,105,3878,0,100,100
235,0.4,0.45,100,235,131,3862,0,100,100
236,0.4,0.45,100,236,104,3940,0,100,100
237,0.4,0.45,100,237,90,3959,0,100,100
238,0.4,0.45,100,238,79,3941,0,100,100
239,0.4,0.45,100,239,118,3858,0,100,100
240,0.4,0.45,100,240,83,3898,0,100,100
241,0.4,0.45,100,241,81,3960,0,100,100
242,0.4,0.45,100,242,96,3988,0,100,100
243,0.4,0.45,100,243,122,3960,0,100,100
244,0.4,0.45,100,244,79,3875,0,100,100
245,0.4,0.45,100,245,127,3965,0,100,100
246,0.4,0.45,100,246,82,3860,0,100,100
247,0.4,0.45,100,247,119,3838,0,100,100
248,0.4,0.45,100,248,72,3945,0,100,100
249,0.4,0.45,100,249,83,3896,0,100,100
250,0.4,0.45,100,250,137,3988,0,100,100
251,0.4,0.45,100,251,88,3940,0,100,100
252,0.4,0.45,100,252,63,3913,0,100,100
253,0.4,0.45,100,253,126,3898,0,100,100
254,0.4,0.45,100,254,62,3950,0,100,100
255,0.4,0.45,100,255,102,3938,0,100,100
256,0.4,0.45,100,256,81,3884,0,100,100
257,0.4,0.45,100,257,97,3964,0,100,100
258,0.4,0.45,100,258,114,3881,0,100,100
259,0.4,0.45,100,259,84,3952,0,100,100
260,0.4,0.45,100,260,72,3831,0,100,100
261,0.4,0.45,100,261,149,3907,0,100,100
262,0.4,0.45,100,262,133,3842,0,100,100
263,0.4,0.45,100,263,109,3919,0,100,100
264,0.4,0.45,100,264,105,3953,0,100,100
265,0.4,0.45,100,265,92,3875,0,100,100
266,0.4,0.45,100,266,116,3873,0,100,100
267,0.4,0.45,100,267,108,3859,0,100,100
268,0.4,0.45,100,268,111,3853,0,100,100
269,0.4,0.45,100,269,84,3970,0,100,100
270,0.4,0.45,100,270,111,3970,0,100,100
271,0.4,0.45,100,271,166,3882,0,100,100
272,0.4,0.45,100,272,79,3904,0,100,100
273,0.4,0.45,100,273,68,3923,0,100,100
274,0.4,0.45,100,274,66,3869,0,100,100
275,0.4,0.45,100,275,102,3836,0,100,100
276,0.4,0.45,100,276,92,3884,0,100,100
277,0.4,0.45,100,277,75,3913,0,100,100
278,0.4,0.45,100,278,90,3872,0,100,100
279,0.4,0.45,100,279,84,3917,0,100,100
280,0.4,0.45,100,280,109,3927,0,100,100
281,0.4,0.45,100,281,65,3919,0,100,100
282,0.4,0.45,100,282,69,3994,0,100,100
283,0.4,0.45,100,283,130,3840,0,100,100
284,0.4,0.45,100,284,73,3981,0,100,100
285,0.4,0.45,100,285,102,3922,0,100,100
286,0.4,0.45,100,286,98,4002,0,100,100
287,0.4,0.45,100,287,70,3934,0,100,100
288,0.4,0.45,100,288,86,3875,0,100,100
289,0.4,0.45,100,289,110,3909,0,100,100
290,0.4,0.45,100,290,109,3900,0,100,100
291,0.4,0.45,100,291,117,3813,0,100,100
292,0.4,0.45,100,292,54,3934,0,100,100
293,0.4,0.45,100,293,104,3898,0,100,100
294,0.4,0.45,100,294,106,3922,0,100,100
295,0.4,0.45,100,295,101,3906,0,100,100
296,0.4,0.45,100,296,96,3944,0,100,100
297,0.4,0.45,100,297,101,3842,0,100,100
298,0.4,0.45,100,298,104,3925,0,100,100
299,0.4,0.45,100,299,98,3894,0,100,100
300,0.4,0.6,40,300,55,3903,0,100,100
301,0.4,0.6,40,301,81,3847,0,100,100
302,0.4,0.6,40,302,191,3892,0,100,100
303,0.4,0.6,40,303,35,3949,0,100,100
304,0.4,0.6,40,304,90,3915,0,100,100
305,0.4,0.6,40,305,24,3942,0,100,100
306,0.4,0.6,40,306,43,3976,0,100,100
307,0.4,0.6,40,307,41,3926,0,100,100
308,0.4,0.6,40,308,59,3920,0,100,100
309,0.4,0.6,40,309,68,3967,0,100,100
310,0.4,0.6,40,310,71,3905,0,100,100
311,0.4,0.6,40,311,30,4017,0,100,100
312,0.4,0.6,40,312,57,3973,0,100,100
313,0.4,0.6,40,313,48,3895,0,100,100
314,0.4,0.6,40,314,99,3928,0,100,100
315,0.4,0.6,40,315,44,3943,0,100,100
316,0.4,0.6,40,316,90,3848,0,100,100
317,0.4,0.6,40,317,134,3819,0,100,100
318,0.4,0.6,40,318,108,3873,0,100,100
319,0.4,0.6,40,319,57,3918,0,100,100
320,0.4,0.6,40,320,30,3930,0,100,100
321,0.4,0.6,40,321,112,3871,0,100,100
322,0.4,0.6,40,322,73,3889,0,100,100
323,0.4,0.6,40,323,110,3841,0,100,100
324,0.4,0.6,40,324,107,3857,0,100,100
325,0.4,0.6,40,325,65,3940,0,100,100
326,0.4,0.6,40,326,135,3891,0,100,100
327,0.4,0.6,40,327,83,3884,0,100,100
328,0.4,0.6,40,328,45,3909,0,100,100
329,0.4,0.6,40,329,56,3946,0,100,100
330,0.4,0.6,40,330,153,3839,0,100,100
331,0.4,0.6,40,331,59,4000,0,100,100
332,0.4,0.6,40,332,55,3985,0,100,100
333,0.4,0.6,40,333,97,3874,0,100,100
334,0.4,0.6,40,334,145,3865,0,100,100
335,0.4,0.6,40,335,84,3877,0,100,100
336,0.4,0.6,40,336,42,3975,0,100,100
337,0.4,0.6,40,337,54,3968,0,100,100
338,0.4,0.6,40,338,25,4015,0,100,100
339,0.4,0.6,40,339,59,3944,0,100,100
340,0.4,0.6,40,340,118,3938,0,100,100
341,0.4,0.6,40,341,39,3953,0,100,100
342,0.4,0.6,40,342,91,3902,0,100,100
343,0.4,0.6,40,343,53,3901,0,100,100
344,0.4,0.6,40,344,88,3977,0,100,100
345,0.4,0.6,40,345,57,3934,0,100,100
346,0.4,0.6,40,346,45,3947,0,100,100
347,0.4,0.6,40,347,64,3945,0,100,100
348,0.4,0.6,40,348,58,3993,0,100,100
349,0.4,0.6,40,349,67,3854,0,100,100
350,0.4,0.6,40,350,77,3837,0,100,100
351,0.4,0.6,40,351,39,3996,0,100,100
352,0.4,0.6,40,352,46,3893,0,100,100
353,0.4,0.6,40,353,86,3818,0,100,100
354,0.4,0.6,40,354,54,3872,0,100,100
355,0.4,0.6,40,355,69,3937,0,100,100
356,0.4,0.6,40,356,64,3958,0,100,100
357,0.4,0.6,40,357,41,3931,0,100,100
358,0.4,0.6,40,358,46,3909,0,100,100
359,0.4,0.6,40,359,62,3850,0,100,100
360,0.4,0.6,40,360,40,4025,0,100,100
361,0.4,0.6,40,361,76,3909,0,100,100
362,0.4,0.6,40,362,66,3894,0,100,100
363,0.4,0.6,40,363,58,3963,0,100,100
364,0.4,0.6,40,364,34,3936,0,100,100
365,0.4,0.6,40,365,34,3883,0,100,100
366,0.4,0.6,40,366,47,3981,0,100,100
367,0.4,0.6,40,367,69,3960,0,100,100
368,0.4,0.6,40,368,50,3913,0,100,100
369,0.4,0.6,40,369,43,3872,0,100,100
370,0.4,0.6,40,370,18,3993,0,100,100
371,0.4,0.6,40,371,47,3934,0,100,100
372,0.4,0.6,40,372,57,3949,0,100,100
373,0.4,0.6,40,373,58,4008,0,100,100
374,0.4,0.6,40,374,65,4010,0,100,100
375,0.4,0.6,40,375,37,3996,0,100,100
376,0.4,0.6,40,376,28,3980,0,100,100
377,0.4,0.6,40,377,43,3959,0,100,100
378,0.4,0.6,40,378,26,4042,0,100,100
379,0.4,0.6,40,379,77,3924,0,100,100
380,0.4,0.6,40,380,59,4034,0,100,100
381,0.4,0.6,40,381,37,3912,0,100,100
382,0.4,0.6,40,382,86,3886,0,100,100
383,0.4,0.6,40,383,36,3855,0,100,100
384,0.4,0.6,40,384,139,3897,0,100,100
385,0.4,0.6,40,385,57,3915,0,100,100
386,0.4,0.6,40,386,56,3931,0,100,100
387,0.4,0.6,40,387,136,3755,0,100,100
388,0.4,0.6,40,388,53,3921,0,100,100
389,0.4,0.6,40,389,48,3992,0,100,100
390,0.4,0.6,40,390,56,3980,0,100,100
391,0.4,0.6,40,391,63,3912,0,100,100
392,0.4,0.6,40,392,62,3920,0,100,100
393,0.4,0.6,40,393,42,4039,0,100,100
394,0.4,0.6,40,394,57,3931,0,100,100
395,0.4,0.6,40,395,84,3978,0,100,100
396,0.4,0.6,40,396,67,4049,0,100,100
397,0.4,0.6,40,397,42,4002,0,100,100
398,0.4,0.6,40,398,138,3864,0,100,100
399,0.4,0.6,40,399,106,3945,0,100,100
400,0.4,0.6,50,400,106,3934,0,100,100
401,0.4,0.6,50,401,139,3960,0,100,100
402,0.4,0.6,50,402,112,3862,0,100,100
403,0.4,0.6,50,403,41,3946,0,100,100
404,0.4,0.6,50,404,89,4031,0,100,100
405,0.4,0.6,50,405,59,3917,0,100,100
406,0.4,0.6,50,406,220,3879,0,100,100
407,0.4,0.6,50,407,75,3994,0,100,100
408,0.4,0.6,50,408,56,3971,0,100,100
409,0.4,0.6,50,409,87,3913,0,100,100
410,0.4,0.6,50,410,64,3967,0,100,100
411,0.4,0.6,50,411,31,4006,0,100,100
412,0.4,0.6,50,412,99,3965,0,100,100
413,0.4,0.6,50,413,71,3928,0,100,100
414,0.4,0.6,50,414,46,3945,0,100,100
415,0.4,0.6,50,415,53,3905,0,100,100
416,0.4,0.6,50,416,75,3837,0,100,100
417,0.4,0.6,50,417,62,3925,0,100,100
418,0.4,0.6,50,418,39,4048,0,100,100
419,0.4,0.6,50,419,53,3989,0,100,100
420,0.4,0.6,50,420,96,3875,0,100,100
421,0.4,0.6,50,421,60,3972,0,100,100
422,0.4,0.6,50,422,30,4022,0,100,100
423,0.4,0.6,50,423,39,4020,0,100,100
424,0.4,0.6,50,424,110,3981,0,100,100
425,0.4,0.6,50,425,136,3827,0,100,100
426,0.4,0.6,50,426,97,3998,0,100,100
427,0.4,0.6,50,427,25,4004,0,100,100
428,0.4,0.6,50,428,56,3943,0,100,100
429,0.4,0.6,50,429,107,3946,0,100,100
430,0.4,0.6,50,430,60,3887,0,100,100
431,0.4,0.6,50,431,73,3984,0,100,100
432,0.4,0.6,50,432,64,3958,0,100,100
433,0.4,0.6,50,433,75,3965,0,100,100
434,0.4,0.6,50,434,83,3903,0,100,100
435,0.4,0.6,50,435,59,3922,0,100,100
436,0.4,0.6,50,436,44,4019,0,100,100
437,0.4,0.6,50,437,107,3921,0,100,100
438,0.4,0.6,50,438,79,3928,0,100,100
439,0.4,0.6,50,439,121,3812,0,100,100
440,0.4,0.6,50,440,106,3852,0,100,100
441,0.4,0.6,50,441,76,3995,0,100,100
442,0.4,0.6,50,442,71,3971,0,100,100
443,0.4,0.6,50,443,48,3952,0,100,100
444,0.4,0.6,50,444,83,3992,0,100,100
445,0.4,0.6,50,445,43,3954,0,100,100
446,0.4,0.6,50,446,79,3895,0,100,100
447,0.4,0.6,50,447,103,3957,0,100,100
448,0.4,0.6,50,448,63,3980,0,100,100
449,0.4,0.6,50,449,79,3899,0,100,100
450,0.4,0.6,50,450,123,3941,0,100,100
451,0.4,0.6,50,451,133,3832,0,100,100
452,0.4,0.6,50,452,105,3881,0,100,100
453,0.4,0.6,50,453,74,3886,0,100,100
454,0.4,0.6,50,454,161,3816,0,100,100
455,0.4,0.6,50,455,92,3971,0,100,100
456,0.4,0.6,50,456,56,3872,0,100,100
457,0.4,0.6,50,457,61,3912,0,100,100
458,0.4,0.6,50,458,84,3875,0,100,100
459,0.4,0.6,50,459,40,3951,0,100,100
460,0.4,0.6,50,460,107,3871,0,100,100
461,0.4,0.6,50,461,109,3926,0,100,100
462,0.4,0.6,50,462,77,3903,0,100,100
463,0.4,0.6,50,463,109,3917,0,100,100
464,0.4,0.6,50,464,64,3865,0,100,100
465,0.4,0.6,50,465,44,3893,0,100,100
466,0.4,0.6,50,466,76,3901,0,100,100
467,0.4,0.6,50,467,68,3879,0,100,100
468,0.4,0.6,50,468,51,3898,0,100,100
469,0.4,0.6,50,469,44,3936,0,100,100
470,0.4,0.6,50,470,70,3887,0,100,100
471,0.4,0.6,50,471,56,4012,0,100,100
472,0.4,0.6,50,472,52,3883,0,100,100
473,0.4,0.6,50,473,61,3908,0,100,100
474,0.4,0.6,50,474,71,3925,0,100,100
475,0.4,0.6,50,475,50,3884,0,100,100
476,0.4,0.6,50,476,131,3864,0,100,100
477,0.4,0.6,50,477,101,3860,0,100,100
478,0.4,0.6,50,478,94,3920,0,100,100
479,0.4,0.6,50,479,44,3879,0,100,100
480,0.4,0.6,50,480,83,3906,0,100,100
481,0.4,0.6,50,481,74,3837,0,100,100
482,0.4,0.6,50,482,61,3935,0,100,100
483,0.4,0.6,50,483,55,3991,0,100,100
484,0.4,0.6,50,484,56,3951,0,100,100
485,0.4,0.6,50,485,148,3899,0,100,100
486,0.4,0.6,50,486,61,3882,0,100,100
487,0.4,0.6,50,487,97,3864,0,100,100
488,0.4,0.6,50,488,82,3923,0,100,100
489,0.4,0.6,50,489,61,3937,0,100,100
490,0.4,0.6,50,490,115,3936,0,100,100
491,0.4,0.6,50,491,54,3904,0,100,100
492,0.4,0.6,50,492,65,3934,0,100,100
493,0.4,0.6,50,493,67,3969,0,100,100
494,0.4,0.6,50,494,117,3867,0,100,100
495,0.4,0.6,50,495,82,3993,0,100,100
496,0.4,0.6,50,496,109,3870,0,100,100
497,0.4,0.6,50,497,82,3912,0,100,100
498,0.4,0.6,50,498,72,3937,0,100,100
499,0.4,0.6,50,499,104,3878,0,100,100
500,0.4,0.6,100,500,207,3804,0,100,100
501,0.4,0.6,100,501,91,3914,0,100,100
502,0.4,0.6,100,502,152,3823,0,100,100
503,0.4,0.6,100,503,191,3794,0,100,100
504,0.4,0.6,100,504,96,3822,0,100,100
505,0.4,0.6,100,505,123,3940,0,100,100
506,0.4,0.6,100,506,158,3941,0,100,100
507,0.4,0.6,100,507,172,3847,0,100,100
508,0.4,0.6,100,508,103,3914,0,100,100
509,0.4,0.6,100,509,190,3875,0,100,100
510,0.4,0.6,100,510,189,3729,0,100,100
511,0.4,0.6,100,511,176,3855,0,100,100
512,0.4,0.6,100,512,240,3805,0,100,100
513,0.4,0.6,100,513,125,3860,0,100,100
514,0.4,0.6,100,514,208,3749,0,100,100
515,0.4,0.6,100,515,224,3741,0,100,100
516,0.4,0.6,100,516,135,3852,0,100,100
517,0.4,0.6,100,517,176,3876,0,100,100
518,0.4,0.6,100,518,172,3768,0,100,100
519,0.4,0.6,100,519,176,3850,0,100,100
520,0.4,0.6,100,520,187,3783,0,100,100
521,0.4,0.6,100,521,109,3823,0,100,100
522,0.4,0.6,100,522,133,3835,0,100,100
523,0.4,0.6,100,523,85,3848,0,100,100
524,0.4,0.6,100,524,157,3850,0,100,100
525,0.4,0.6,100,525,212,3805,0,100,100
526,0.4,0.6,100,526,185,3810,0,100,100
527,0.4,0.6,100,527,139,3872,0,100,100
528,0.4,0.6,100,528,239,3789,0,100,100
529,0.4,0.6,100,529,159,3887,0,100,100
530,0.4,0.6,100,530,134,3880,0,100,100
531,0.4,0.6,100,531,166,3896,0,100,100
532,0.4,0.6,100,532,117,3950,0,100,100
533,0.4,0.6,100,533,115,3751,0,100,100
534,0.4,0.6,100,534,120,3860,0,100,100
535,0.4,0.6,100,535,152,3770,0,100,100
536,0.4,0.6,100,536,168,3833,0,100,100
537,0.4,0.6,100,537,178,3781,0,100,100
538,0.4,0.6,100,538,244,3723,0,100,100
539,0.4,0.6,100,539,162,3851,0,100,100
540,0.4,0.6,100,540,180,3914,0,100,100
541,0.4,0.6,100,541,94,3818,0,100,100
542,0.4,0.6,100,542,144,3898,0,100,100
543,0.4,0.6,100,543,112,3946,0,100,100
544,0.4,0.6,100,544,105,3921,0,100,100
545,0.4,0.6,100,545,154,3797,0,100,100
546,0.4,0.6,100,546,210,3808,0,100,100
547,0.4,0.6,100,547,155,3828,0,100,100
548,0.4,0.6,100,548,241,3795,0,100,100
549,0.4,0.6,100,549,190,3885,0,100,100
550,0.4,0.6,100,550,204,3751,0,100,100
551,0.4,0.6,100,551,96,3855,0,100,100
552,0.4,0.6,100,552,140,3915,0,100,100
553,0.4,0.6,100,553,114,3835,0,100,100
554,0.4,0.6,100,554,240,3787,0,100,100
555,0.4,0.6,100,555,244,3681,0,100,100
556,0.4,0.6,100,556,213,3725,0,100,100
